date,confirmed,deaths,recovered,tests,vaccines,people_vaccinated,government_response_index,stringency_index,containment_health_index,economic_support_index,administrative_area_level,administrative_area_level_1,population
2020-10-24,39411,700,31701,4870842,NA,NA,46.35,37.04,40.48,87.5,1,Denmark,5793636
2020-10-25,40356,702,31985,4922768,NA,NA,46.35,37.04,40.48,87.5,1,Denmark,5793636
2020-10-26,41412,708,32237,4988908,NA,NA,47.92,39.81,42.26,87.5,1,Denmark,5793636
2020-10-27,42157,709,32697,5062403,NA,NA,47.92,39.81,42.26,87.5,1,Denmark,5793636
2020-10-28,43174,715,33126,5132861,NA,NA,47.92,39.81,42.26,87.5,1,Denmark,5793636
2020-10-29,44034,716,33601,5200984,NA,NA,47.92,39.81,42.26,87.5,1,Denmark,5793636
2020-10-30,45225,719,34052,5265090,NA,NA,47.92,39.81,42.26,87.5,1,Denmark,5793636
2020-10-31,46351,721,34523,5316376,NA,NA,47.92,39.81,42.26,87.5,1,Denmark,5793636
2020-11-01,47299,723,34959,5368211,NA,NA,47.92,39.81,42.26,87.5,1,Denmark,5793636
2020-11-02,48241,724,35411,5438724,NA,NA,47.92,39.81,42.26,87.5,1,Denmark,5793636
2020-11-03,49594,728,36111,5512482,NA,NA,47.92,39.81,42.26,87.5,1,Denmark,5793636
2020-11-04,50530,729,36892,5584115,NA,NA,47.92,39.81,42.26,87.5,1,Denmark,5793636
2020-11-05,51753,733,37756,5655600,NA,NA,47.92,39.81,42.26,87.5,1,Denmark,5793636
2020-11-06,53180,738,38627,5725086,NA,NA,47.92,39.81,42.26,87.5,1,Denmark,5793636
2020-11-07,54230,740,39490,5784125,NA,NA,47.92,39.81,42.26,87.5,1,Denmark,5793636
2020-11-08,55121,743,40305,5842300,NA,NA,47.92,39.81,42.26,87.5,1,Denmark,5793636
2020-11-09,55892,747,41232,5923630,NA,NA,56.25,54.63,51.79,87.5,1,Denmark,5793636
2020-11-10,56958,750,42249,6004412,NA,NA,56.25,54.63,51.79,87.5,1,Denmark,5793636
2020-11-11,57952,753,43483,6080655,NA,NA,56.25,54.63,51.79,87.5,1,Denmark,5793636
2020-11-12,58963,755,44693,6154884,NA,NA,56.25,54.63,51.79,87.5,1,Denmark,5793636
2020-11-13,60000,756,45705,6226925,NA,NA,56.25,54.63,51.79,87.5,1,Denmark,5793636
2020-11-14,61078,757,46774,6283050,NA,NA,56.25,54.63,51.79,87.5,1,Denmark,5793636
2020-11-15,62136,760,47747,6338356,NA,NA,56.25,54.63,51.79,87.5,1,Denmark,5793636
2020-11-16,63331,764,48696,6417670,NA,NA,55.21,50,48.81,100,1,Denmark,5793636
2020-11-17,64551,768,49961,6500212,NA,NA,55.21,50,48.81,100,1,Denmark,5793636
2020-11-18,65808,770,51217,6580143,NA,NA,55.21,50,48.81,100,1,Denmark,5793636
2020-11-19,67105,773,52445,6655544,NA,NA,51.56,43.52,44.64,100,1,Denmark,5793636
2020-11-20,68362,778,53470,6728139,NA,NA,51.56,43.52,44.64,100,1,Denmark,5793636
2020-11-21,69635,781,54436,6785875,NA,NA,51.56,43.52,44.64,100,1,Denmark,5793636
2020-11-22,70485,784,55274,6846863,NA,NA,51.56,43.52,44.64,100,1,Denmark,5793636
2020-11-23,71654,789,56032,6924279,NA,NA,52.6,45.37,45.83,100,1,Denmark,5793636
2020-11-24,73021,797,57075,7008027,NA,NA,52.6,45.37,45.83,100,1,Denmark,5793636
2020-11-25,74204,802,58148,7088300,NA,NA,54.69,45.37,48.21,100,1,Denmark,5793636
2020-11-26,75395,811,59250,7168701,NA,NA,54.69,45.37,48.21,100,1,Denmark,5793636
2020-11-27,76718,816,60312,7240873,NA,NA,54.69,45.37,48.21,100,1,Denmark,5793636
2020-11-28,78354,823,61461,7297484,NA,NA,54.69,45.37,48.21,100,1,Denmark,5793636
2020-11-29,79352,829,62514,7355553,NA,NA,54.69,45.37,48.21,100,1,Denmark,5793636
2020-11-30,80481,837,63515,7436349,NA,NA,54.69,45.37,48.21,100,1,Denmark,5793636
2020-12-01,81949,846,64757,7518910,NA,1,54.69,45.37,48.21,100,1,Denmark,5793636
2020-12-02,83535,852,66086,7603792,NA,NA,54.69,45.37,48.21,100,1,Denmark,5793636
2020-12-03,85140,858,67416,7692217,NA,NA,54.69,45.37,48.21,100,1,Denmark,5793636
2020-12-04,86743,867,68632,7774096,NA,NA,54.69,45.37,48.21,100,1,Denmark,5793636
2020-12-05,88858,878,69869,7837493,NA,NA,54.69,45.37,48.21,100,1,Denmark,5793636
2020-12-06,90603,885,70876,7906680,NA,NA,54.69,45.37,48.21,100,1,Denmark,5793636
2020-12-07,92649,894,71882,8005066,NA,NA,54.69,45.37,48.21,100,1,Denmark,5793636
2020-12-08,94799,901,73052,8115596,NA,2,54.69,45.37,48.21,100,1,Denmark,5793636
2020-12-09,97357,904,74367,8225249,NA,NA,58.33,51.85,52.38,100,1,Denmark,5793636
2020-12-10,100489,918,75664,8334922,NA,NA,58.33,51.85,52.38,100,1,Denmark,5793636
2020-12-11,103564,927,76927,8437300,NA,NA,58.33,51.85,52.38,100,1,Denmark,5793636
2020-12-12,107116,935,78236,8522852,NA,NA,58.33,51.85,52.38,100,1,Denmark,5793636
2020-12-13,109758,941,79394,8609707,NA,NA,58.33,51.85,52.38,100,1,Denmark,5793636
2020-12-14,113095,950,80564,8732302,NA,NA,58.33,51.85,52.38,100,1,Denmark,5793636
2020-12-15,116087,961,82099,8866801,NA,NA,58.33,51.85,52.38,100,1,Denmark,5793636
2020-12-16,119779,975,83801,9003404,NA,3,58.33,51.85,52.38,100,1,Denmark,5793636
2020-12-17,123813,992,85662,9137292,NA,4,58.33,51.85,52.38,100,1,Denmark,5793636
2020-12-18,128321,1007,87560,9267537,NA,5,58.33,51.85,52.38,100,1,Denmark,5793636
2020-12-19,131606,1019,89570,9382653,NA,6,58.33,51.85,52.38,100,1,Denmark,5793636
2020-12-20,134434,1035,91263,9503581,NA,NA,58.33,51.85,52.38,100,1,Denmark,5793636
2020-12-21,137632,1053,93214,9671875,NA,9,58.33,51.85,52.38,100,1,Denmark,5793636
2020-12-22,140175,1070,95933,9835401,NA,13,58.33,51.85,52.38,100,1,Denmark,5793636
2020-12-23,143472,1096,99025,9955993,NA,17,58.33,51.85,52.38,100,1,Denmark,5793636
2020-12-24,146341,1114,102184,9994860,NA,21,58.33,51.85,52.38,100,1,Denmark,5793636
2020-12-25,149333,1134,105425,10034242,NA,NA,58.33,51.85,52.38,100,1,Denmark,5793636
2020-12-26,151167,1153,108659,10097092,NA,26,58.33,51.85,52.38,100,1,Denmark,5793636
2020-12-27,153347,1174,111718,10164249,NA,5900,60.83,51.85,55.24,100,1,Denmark,5793636
2020-12-28,155826,1204,114841,10276510,NA,7829,60.83,51.85,55.24,100,1,Denmark,5793636
2020-12-29,158447,1226,118727,10394399,NA,16139,60.83,51.85,55.24,100,1,Denmark,5793636
2020-12-30,161230,1256,122954,10505779,NA,26758,60.83,51.85,55.24,100,1,Denmark,5793636
2020-12-31,163479,1298,127276,10540241,NA,32330,60.83,51.85,55.24,100,1,Denmark,5793636
2021-01-01,165930,1322,130818,10572262,NA,34447,62.08,51.85,56.67,100,1,Denmark,5793636
2021-01-02,167541,1345,133889,10645716,NA,42395,62.08,51.85,56.67,100,1,Denmark,5793636
2021-01-03,168711,1374,136598,10711339,NA,47647,62.08,51.85,56.67,100,1,Denmark,5793636
2021-01-04,170787,1389,139013,10818700,NA,49991,70.94,67.59,66.79,100,1,Denmark,5793636
2021-01-05,172779,1420,142057,10924277,NA,62396,70.94,67.59,66.79,100,1,Denmark,5793636
2021-01-06,174995,1450,144855,11021312,NA,80315,70.94,67.59,66.79,100,1,Denmark,5793636
2021-01-07,176837,1487,147867,11107733,NA,96204,70.94,67.59,66.79,100,1,Denmark,5793636
2021-01-08,178497,1517,149346,11184303,NA,103913,70.94,67.59,66.79,100,1,Denmark,5793636
2021-01-09,180240,1542,150932,11237824,NA,105757,72.5,70.37,68.57,100,1,Denmark,5793636
2021-01-10,181486,1570,153565,11286578,NA,106577,72.5,70.37,68.57,100,1,Denmark,5793636
2021-01-11,182725,1597,155713,11369289,NA,107241,72.5,70.37,68.57,100,1,Denmark,5793636
2021-01-12,183801,1623,158743,11455480,NA,107707,72.5,70.37,68.57,100,1,Denmark,5793636
2021-01-13,185159,1660,161194,11534340,NA,119818,72.5,70.37,68.57,100,1,Denmark,5793636
2021-01-14,185159,1660,NA,11641077,NA,136632,72.5,70.37,68.57,100,1,Denmark,5793636
2021-01-15,187320,1720,165166,11741984,NA,150839,66.25,70.37,68.57,50,1,Denmark,5793636
2021-01-16,188199,1747,166367,11819344,NA,155156,66.25,70.37,68.57,50,1,Denmark,5793636
2021-01-17,189088,1775,168379,11894617,NA,157443,66.25,70.37,68.57,50,1,Denmark,5793636
2021-01-18,189895,1805,170012,12006012,NA,161057,66.25,70.37,68.57,50,1,Denmark,5793636
2021-01-19,190619,1837,172456,12131199,NA,163381,66.25,70.37,68.57,50,1,Denmark,5793636
2021-01-20,191505,1872,174374,12247877,NA,164799,66.25,70.37,68.57,50,1,Denmark,5793636
2021-01-21,192265,1909,176003,12374606,NA,166259,66.25,70.37,68.57,50,1,Denmark,5793636
2021-01-22,193038,1941,177550,12487758,NA,166901,66.25,70.37,68.57,50,1,Denmark,5793636
2021-01-23,193917,1969,178967,12569541,NA,167583,66.25,70.37,68.57,50,1,Denmark,5793636
2021-01-24,194671,1983,180125,12649595,NA,168143,66.25,70.37,68.57,50,1,Denmark,5793636
2021-01-25,195296,2010,181081,12776577,NA,168421,66.25,70.37,68.57,50,1,Denmark,5793636
2021-01-26,195948,2030,182420,12900478,NA,168634,66.25,70.37,68.57,50,1,Denmark,5793636
2021-01-27,196540,2050,183647,13018122,NA,168838,66.25,70.37,68.57,50,1,Denmark,5793636
2021-01-28,197208,2071,184853,13156859,NA,169073,66.25,70.37,68.57,50,1,Denmark,5793636
2021-01-29,197664,2084,185769,13275034,NA,170114,66.25,70.37,68.57,50,1,Denmark,5793636
2021-01-30,198095,2106,186612,13358203,NA,171237,66.25,70.37,68.57,50,1,Denmark,5793636
2021-01-31,198472,2125,187318,13435746,NA,172369,66.25,70.37,68.57,50,1,Denmark,5793636
2021-02-01,198960,2145,187967,13563844,NA,173093,66.25,70.37,68.57,50,1,Denmark,5793636
2021-02-02,199357,2160,188873,13683369,NA,174969,66.25,70.37,68.57,50,1,Denmark,5793636
2021-02-03,199782,2170,189770,13798540,NA,176368,66.25,70.37,68.57,50,1,Denmark,5793636
2021-02-04,200335,2184,190549,13946978,NA,177695,66.25,70.37,68.57,50,1,Denmark,5793636
2021-02-05,200773,2201,191399,14079784,NA,179214,66.25,70.37,68.57,50,1,Denmark,5793636
2021-02-06,201186,2215,192104,14171058,NA,180173,66.25,70.37,68.57,50,1,Denmark,5793636
2021-02-07,201621,2216,192695,14250018,NA,181930,66.25,70.37,68.57,50,1,Denmark,5793636
2021-02-08,202051,2216,193202,14378831,NA,184304,64.17,66.67,66.19,50,1,Denmark,5793636
2021-02-09,202417,2244,193917,14497558,NA,187694,64.17,66.67,66.19,50,1,Denmark,5793636
2021-02-10,202887,2255,194601,14620519,NA,190888,64.17,66.67,66.19,50,1,Denmark,5793636
2021-02-11,203365,2269,195124,14773460,NA,196496,64.17,66.67,66.19,50,1,Denmark,5793636
2021-02-12,203793,2280,195625,14905027,NA,208345,64.17,66.67,66.19,50,1,Denmark,5793636
2021-02-13,204067,2284,196027,14995132,NA,214687,64.17,66.67,66.19,50,1,Denmark,5793636
2021-02-14,204362,2292,196384,15080078,NA,220720,64.17,66.67,66.19,50,1,Denmark,5793636
2021-02-15,204799,2301,196765,15210769,NA,233996,64.17,66.67,66.19,50,1,Denmark,5793636
2021-02-16,205183,2308,197258,15335369,NA,246764,64.17,66.67,66.19,50,1,Denmark,5793636
2021-02-17,205597,2316,197746,15459505,NA,256852,64.17,66.67,66.19,50,1,Denmark,5793636
2021-02-18,206065,2319,198179,15613313,NA,268067,64.17,66.67,66.19,50,1,Denmark,5793636
2021-02-19,206617,2327,198619,15742105,NA,281600,64.17,66.67,66.19,50,1,Denmark,5793636
2021-02-20,207081,2333,199026,15839729,NA,291716,62.08,62.96,63.81,50,1,Denmark,5793636
2021-02-21,207577,2338,199449,15936648,NA,302150,62.08,62.96,63.81,50,1,Denmark,5793636
2021-02-22,208027,2343,199818,16085472,NA,315316,62.08,62.96,63.81,50,1,Denmark,5793636
2021-02-23,208556,2343,200263,16225098,496762,329368,62.08,62.96,63.81,50,1,Denmark,5793636
2021-02-24,209079,2345,200715,16360998,511989,342758,62.08,62.96,63.81,50,1,Denmark,5793636
2021-02-25,209682,2351,201154,16529627,526963,357126,62.08,62.96,63.81,50,1,Denmark,5793636
2021-02-26,210212,2353,201531,16682993,563368,392531,62.08,62.96,63.81,50,1,Denmark,5793636
2021-02-27,210732,2358,201848,16803281,571218,399025,62.08,62.96,63.81,50,1,Denmark,5793636
2021-02-28,211195,2361,202181,16921423,583155,409653,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-01,211692,2365,202517,17090340,603460,428926,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-02,212224,2367,202914,17251499,621142,445357,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-03,212798,2370,203433,17408039,634986,458208,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-04,213318,2374,203934,17595118,654008,475460,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-05,213932,2377,204483,17750365,675860,491774,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-06,214326,2377,204936,17865847,694067,506160,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-07,214839,2379,205365,17987490,709968,517910,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-08,215264,2381,205832,18157927,725612,527318,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-09,215791,2381,206421,18313422,743271,538045,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-10,217798,2382,207439,18467024,762098,549916,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-11,218660,2384,208020,18653565,774226,554347,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-12,219305,2387,208601,18814790,787672,557591,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-13,219918,2390,209133,18946312,797803,562041,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-14,220459,2391,209602,19081050,808133,563252,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-15,221071,2393,210114,19269371,820483,566019,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-16,221842,2395,210728,19449276,836324,572689,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-17,222629,2396,211356,19617092,855753,583253,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-18,223415,2397,211962,19810938,877252,597681,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-19,224258,2397,212580,19975737,896429,605406,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-20,224848,2399,213173,20106396,904071,608366,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-21,225505,2400,213701,20241864,913554,613285,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-22,226777,2402,214289,20429644,925194,617348,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-23,227031,2403,215035,20610552,938625,623365,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-24,225030,2404,215770,20784219,961493,633091,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-25,225844,2409,NA,20976084,977372,640743,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-26,226633,2411,215596,21151137,991139,646846,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-27,227049,2413,216126,21271487,1004050,656715,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-28,228013,2414,216590,21394945,1017473,667381,62.08,62.96,63.81,50,1,Denmark,5793636
2021-03-29,228692,2415,217071,21582526,1041309,685163,63.13,64.81,65,50,1,Denmark,5793636
2021-03-30,229902,2417,218246,21777258,1068657,706570,63.13,64.81,65,50,1,Denmark,5793636
2021-03-31,230603,2419,218985,21972123,1091136,719532,63.13,64.81,65,50,1,Denmark,5793636
2021-04-01,231265,2423,219695,22111776,1102131,723739,63.13,64.81,65,50,1,Denmark,5793636
2021-04-02,231973,2424,220354,22225639,1113869,728625,63.13,64.81,65,50,1,Denmark,5793636
2021-04-03,232718,2428,221004,22354317,1128063,740648,63.13,64.81,65,50,1,Denmark,5793636
2021-04-04,233318,2429,221590,22520659,1141413,752237,63.13,64.81,65,50,1,Denmark,5793636
2021-04-05,233797,2430,222152,22700058,1154970,764481,63.13,64.81,65,50,1,Denmark,5793636
2021-04-06,234317,2432,223012,22908267,1176875,780396,63.13,64.81,65,50,1,Denmark,5793636
2021-04-07,234931,2435,223824,23084881,1201491,796931,63.13,64.81,65,50,1,Denmark,5793636
2021-04-08,235648,2436,224608,23277740,1223600,810646,63.13,64.81,65,50,1,Denmark,5793636
2021-04-09,236346,2436,225255,23450438,1248544,827032,63.13,64.81,65,50,1,Denmark,5793636
2021-04-10,237101,2439,225968,23601997,1270611,843705,63.13,64.81,65,50,1,Denmark,5793636
2021-04-11,237792,2441,226630,23756060,1289339,858552,63.13,64.81,65,50,1,Denmark,5793636
2021-04-12,238306,2443,227244,23960596,1394303,952102,63.13,64.81,65,50,1,Denmark,5793636
2021-04-13,238869,2446,228007,24151446,1418935,970584,63.13,64.81,65,50,1,Denmark,5793636
2021-04-14,239532,2447,228685,24334123,1441409,982018,63.13,64.81,65,50,1,Denmark,5793636
2021-04-15,240330,2449,229372,24535405,1465678,997274,63.13,64.81,65,50,1,Denmark,5793636
2021-04-16,241007,2452,230084,24703204,1491101,1014620,63.13,64.81,65,50,1,Denmark,5793636
2021-04-17,241731,2452,230638,24845708,1512551,1033356,63.13,64.81,65,50,1,Denmark,5793636
2021-04-18,242633,2455,231166,24997776,1532108,1047812,63.13,64.81,65,50,1,Denmark,5793636
2021-04-19,243374,2459,231628,25197931,1571116,1072569,63.13,64.81,65,50,1,Denmark,5793636
2021-04-20,244065,2463,232191,25387107,1609855,1094533,63.13,64.81,65,50,1,Denmark,5793636
2021-04-21,244868,2465,232899,25574560,1644963,1117019,61.56,62.04,63.21,50,1,Denmark,5793636
2021-04-22,245761,2467,233614,25799036,1678510,1145214,61.56,62.04,63.21,50,1,Denmark,5793636
2021-04-23,246463,2472,234341,25979597,1711782,1167336,61.56,62.04,63.21,50,1,Denmark,5793636
2021-04-24,247010,2474,235065,26119176,1734201,1182200,61.56,62.04,63.21,50,1,Denmark,5793636
2021-04-25,247622,2475,235622,26271808,1754637,1197372,61.56,62.04,63.21,50,1,Denmark,5793636
2021-04-26,248326,2477,236159,26465549,1793893,1228785,61.56,62.04,63.21,50,1,Denmark,5793636
2021-04-27,248950,2479,236925,26644670,1841173,1255267,61.56,62.04,63.21,50,1,Denmark,5793636
2021-04-28,249785,2481,237753,26829935,1885681,1279330,61.56,62.04,63.21,50,1,Denmark,5793636
2021-04-29,250554,2483,237757,27056787,1929380,1305184,61.56,62.04,63.21,50,1,Denmark,5793636
2021-04-30,250554,2483,NA,27192987,1946765,1318608,61.56,62.04,63.21,50,1,Denmark,5793636
2021-05-01,252045,2489,239913,27323859,1960195,1325926,61.56,62.04,63.21,50,1,Denmark,5793636
2021-05-02,252912,2490,240569,27475253,1990567,1342554,61.56,62.04,63.21,50,1,Denmark,5793636
2021-05-03,253673,2490,241279,27665885,2056505,1362978,61.56,62.04,63.21,50,1,Denmark,5793636
2021-05-04,254482,2491,242159,27843401,2108814,1390588,61.56,62.04,63.21,50,1,Denmark,5793636
2021-05-05,254482,2491,NA,28039767,2164751,1417370,61.56,62.04,63.21,50,1,Denmark,5793636
2021-05-06,256482,2493,243718,28274307,2211769,1438895,60,59.26,61.43,50,1,Denmark,5793636
2021-05-07,257505,2495,244364,28474457,2252772,1455374,60,59.26,61.43,50,1,Denmark,5793636
2021-05-08,258182,2497,244998,28619395,2292988,1464865,60,59.26,61.43,50,1,Denmark,5793636
2021-05-09,259056,2497,245562,28782255,2325545,1480777,60,59.26,61.43,50,1,Denmark,5793636
2021-05-10,259988,2497,246169,28992103,2388122,1507317,60,59.26,61.43,50,1,Denmark,5793636
2021-05-11,260913,2499,246903,29189794,2444008,1536992,60,59.26,61.43,50,1,Denmark,5793636
2021-05-12,262159,2499,247855,29411088,2497139,1563171,60,59.26,61.43,50,1,Denmark,5793636
2021-05-13,263514,2499,248683,29589626,2536508,1582870,60,59.26,61.43,50,1,Denmark,5793636
2021-05-14,264465,2499,249487,29757057,2587836,1603481,60,59.26,61.43,50,1,Denmark,5793636
2021-05-15,265539,2502,250257,29896479,2622664,1618914,60,59.26,61.43,50,1,Denmark,5793636
2021-05-16,266503,2502,250951,30064777,2656668,1638868,60,59.26,61.43,50,1,Denmark,5793636
2021-05-17,267339,2503,251665,30267922,2717803,1669915,60,59.26,61.43,50,1,Denmark,5793636
2021-05-18,268255,2503,252686,30446953,2778111,1699500,60,59.26,61.43,50,1,Denmark,5793636
2021-05-19,269343,2505,253678,30622743,2832472,1731256,60,59.26,61.43,50,1,Denmark,5793636
2021-05-20,270557,2506,254739,30837122,2887270,1763736,60,59.26,61.43,50,1,Denmark,5793636
2021-05-21,271908,2506,255624,31022352,2941803,1799016,57.92,55.56,59.05,50,1,Denmark,5793636
2021-05-22,272659,2507,256535,31134963,2979648,1824973,57.92,55.56,59.05,50,1,Denmark,5793636
2021-05-23,273494,2508,257387,31268372,3008407,1847532,57.92,55.56,59.05,50,1,Denmark,5793636
2021-05-24,274413,2509,258184,31416389,3041563,1870970,57.92,55.56,59.05,50,1,Denmark,5793636
2021-05-25,275207,2510,259313,31587510,3097891,1914412,57.92,55.56,59.05,50,1,Denmark,5793636
2021-05-26,276280,2511,260645,31739033,3157447,1961810,57.92,55.56,59.05,50,1,Denmark,5793636
2021-05-27,277399,2511,261844,31939666,3263905,2011116,57.92,55.56,59.05,50,1,Denmark,5793636
2021-05-28,278396,2512,262748,32092182,3314467,2052131,57.92,55.56,59.05,50,1,Denmark,5793636
2021-05-29,279434,2516,263618,32186374,NA,2081934,57.92,55.56,59.05,50,1,Denmark,5793636
2021-05-30,280383,2516,264562,32309134,3349060,2107747,57.92,55.56,59.05,50,1,Denmark,5793636
2021-05-31,281227,2516,265478,32458648,3438658,2143877,59.17,55.56,60.48,50,1,Denmark,5793636
2021-06-01,282135,2516,266626,32587754,3495270,2183637,59.17,55.56,60.48,50,1,Denmark,5793636
2021-06-02,283089,2516,267808,32727158,3554430,2226281,59.17,55.56,60.48,50,1,Denmark,5793636
2021-06-03,284117,2517,268938,32916384,3612297,2262487,59.17,55.56,60.48,50,1,Denmark,5793636
2021-06-04,285044,2517,269956,33058235,NA,2303856,59.17,55.56,60.48,50,1,Denmark,5793636
2021-06-05,285636,2518,270784,33136869,3665732,2338811,59.17,55.56,60.48,50,1,Denmark,5793636
2021-06-06,286489,2518,271568,33246046,3749431,2368751,59.17,55.56,60.48,50,1,Denmark,5793636
2021-06-07,286948,2520,272371,33373255,3821198,2422307,59.17,55.56,60.48,50,1,Denmark,5793636
2021-06-08,287325,2520,273241,33479420,3896785,2475830,59.17,55.56,60.48,50,1,Denmark,5793636
2021-06-09,288229,2520,274334,33588718,3972248,2528616,59.17,55.56,60.48,50,1,Denmark,5793636
2021-06-10,288704,2522,275524,33742968,4045502,2587448,59.17,55.56,60.48,50,1,Denmark,5793636
2021-06-11,289122,2523,276517,33848556,4109254,2635876,59.17,55.56,60.48,50,1,Denmark,5793636
2021-06-12,289559,2525,277448,33906352,NA,2669354,59.17,55.56,60.48,50,1,Denmark,5793636
2021-06-13,289874,2525,278256,33986826,4153038,2702899,59.17,55.56,60.48,50,1,Denmark,5793636
2021-06-14,290111,2526,279072,34081642,4267989,2755322,59.17,55.56,60.48,50,1,Denmark,5793636
2021-06-15,290333,2527,280084,34168765,4345283,2815606,59.17,55.56,60.48,50,1,Denmark,5793636
2021-06-16,290686,2527,281195,34258638,NA,2867463,59.17,55.56,60.48,50,1,Denmark,5793636
2021-06-17,291017,2528,282123,34372420,4428165,2918402,59.17,55.56,60.48,50,1,Denmark,5793636
2021-06-18,291220,2528,282878,34455000,NA,2953295,56.04,50,56.9,50,1,Denmark,5793636
2021-06-19,291463,2530,283587,34505923,4554391,2976969,56.04,50,56.9,50,1,Denmark,5793636
2021-06-20,291652,2530,284211,34579425,4612083,3006069,56.04,50,56.9,50,1,Denmark,5793636
2021-06-21,291801,2531,284752,34657032,4703802,3045481,56.04,50,56.9,50,1,Denmark,5793636
2021-06-22,291956,2531,285375,34727940,4776482,3091868,56.04,50,56.9,50,1,Denmark,5793636
2021-06-23,292179,2531,285891,34803992,4846867,3130258,56.04,50,56.9,50,1,Denmark,5793636
2021-06-24,292352,2531,286366,34920857,4914011,3164041,56.04,50,56.9,50,1,Denmark,5793636
2021-06-25,292574,2531,286787,35007871,4975593,3193119,56.04,50,56.9,50,1,Denmark,5793636
2021-06-26,292769,2531,287101,35060290,5016925,3212146,56.04,50,56.9,50,1,Denmark,5793636
2021-06-27,292943,2532,287344,35124487,5057024,3228264,56.04,50,56.9,50,1,Denmark,5793636
2021-06-28,293094,2533,287570,35202968,5120892,3258833,56.04,50,56.9,50,1,Denmark,5793636
2021-06-29,293337,2534,287882,35278876,5193083,3289364,56.04,50,56.9,50,1,Denmark,5793636
2021-06-30,293677,2534,288190,35368847,5263940,3322136,56.04,50,56.9,50,1,Denmark,5793636
2021-07-01,294152,2535,288476,35501220,5335842,3353833,54.48,50,56.9,37.5,1,Denmark,5793636
2021-07-02,294478,2536,288691,35611764,5398982,3373434,52.92,47.22,55.12,37.5,1,Denmark,5793636
2021-07-03,294925,2537,288894,35680557,5443133,3385020,54.17,47.22,56.55,37.5,1,Denmark,5793636
2021-07-04,295317,2537,289066,35760485,5485193,3397840,54.17,47.22,56.55,37.5,1,Denmark,5793636
2021-07-05,295654,2537,289221,35854340,5560126,3430381,54.17,47.22,56.55,37.5,1,Denmark,5793636
2021-07-06,296196,2538,289418,35942388,NA,3470608,54.17,47.22,56.55,37.5,1,Denmark,5793636
2021-07-07,296885,2538,289605,36034657,5643191,3516994,54.17,47.22,56.55,37.5,1,Denmark,5793636
2021-07-08,297543,2538,289811,36154058,5812316,3564192,54.17,47.22,56.55,37.5,1,Denmark,5793636
2021-07-09,298094,2538,290033,36263055,5890402,3609238,54.17,47.22,56.55,37.5,1,Denmark,5793636
2021-07-10,298614,2539,290228,36337771,5942862,3639980,54.17,47.22,56.55,37.5,1,Denmark,5793636
2021-07-11,299223,2539,290372,36414157,5999550,3674574,54.17,47.22,56.55,37.5,1,Denmark,5793636
2021-07-12,300071,2539,290555,36499415,NA,3710106,54.17,47.22,56.55,37.5,1,Denmark,5793636
2021-07-13,301126,2539,290841,36579361,6089130,3750839,54.17,47.22,56.55,37.5,1,Denmark,5793636
2021-07-14,302328,2539,291240,36665931,6267206,3793921,54.17,47.22,56.55,37.5,1,Denmark,5793636
2021-07-15,303469,2540,291712,36775606,NA,3827031,54.17,47.22,56.55,37.5,1,Denmark,5793636
2021-07-16,304429,2541,292099,36875213,6353467,3857109,54.17,47.22,56.55,37.5,1,Denmark,5793636
2021-07-17,305459,2542,292468,36948362,6477835,3881499,54.17,47.22,56.55,37.5,1,Denmark,5793636
2021-07-18,306100,2542,292825,37025347,NA,3901887,54.17,47.22,56.55,37.5,1,Denmark,5793636
2021-07-19,306944,2542,293230,37106919,6532266,3934488,54.17,47.22,56.55,37.5,1,Denmark,5793636
