date,confirmed,deaths,recovered,tests,vaccines,people_vaccinated,government_response_index,stringency_index,containment_health_index,economic_support_index,administrative_area_level,administrative_area_level_1,population
2021-10-10,7056511,117033,NA,153988620,96742340,51048284,64.84,66.67,70.54,25,1,France,66977107
2021-10-11,7057631,117068,NA,154509105,96884096,51079677,64.84,66.67,70.54,25,1,France,66977107
2021-10-12,7063511,117121,NA,154965036,97039732,51111003,64.84,66.67,70.54,25,1,France,66977107
2021-10-13,7069089,117145,NA,155390124,97216350,51151279,64.84,66.67,70.54,25,1,France,66977107
2021-10-14,7074276,117185,NA,156217810,97367883,51181959,64.84,66.67,70.54,25,1,France,66977107
2021-10-15,7080375,117221,NA,156599408,97581379,51228233,64.84,66.67,70.54,25,1,France,66977107
2021-10-16,7085274,117236,NA,156889740,97693101,51259508,64.84,66.67,70.54,25,1,France,66977107
2021-10-17,7089052,117241,NA,156952728,97705742,51263300,64.84,66.67,70.54,25,1,France,66977107
2021-10-18,7090109,117287,NA,157352990,97841647,51291187,64.84,66.67,70.54,25,1,France,66977107
2021-10-19,7096043,117326,NA,157707936,97988050,51318286,64.84,66.67,70.54,25,1,France,66977107
2021-10-20,7102079,117352,NA,158030663,98171780,51353805,64.84,66.67,70.54,25,1,France,66977107
2021-10-21,7108206,117389,NA,158380848,98325695,51379817,64.84,66.67,70.54,25,1,France,66977107
2021-10-22,7114572,117418,NA,158827135,98530438,51418252,64.84,66.67,70.54,25,1,France,66977107
2021-10-23,7120863,117441,NA,159170337,98642525,51445135,64.84,66.67,70.54,25,1,France,66977107
2021-10-24,7125868,117445,NA,159237394,98653823,51448012,64.84,66.67,70.54,25,1,France,66977107
2021-10-25,7127163,117488,NA,159597283,98797702,51474204,64.84,66.67,70.54,25,1,France,66977107
2021-10-26,7133766,117526,NA,159897507,98943175,51497926,64.84,66.67,70.54,25,1,France,66977107
2021-10-27,7140294,117559,NA,160188807,99127681,51527822,64.84,66.67,70.54,25,1,France,66977107
2021-10-28,7146755,117593,NA,160483900,99273610,51551157,64.84,66.67,70.54,25,1,France,66977107
2021-10-29,7153188,117621,NA,160871287,99472851,51582701,64.84,66.67,70.54,25,1,France,66977107
2021-10-30,7160548,117643,NA,161211150,99576367,51603038,64.84,66.67,70.54,25,1,France,66977107
2021-10-31,7166877,117655,NA,161288724,99586229,51605466,64.84,66.67,70.54,25,1,France,66977107
2021-11-01,7168743,117661,NA,161377517,99600962,51613009,64.84,66.67,70.54,25,1,France,66977107
2021-11-02,7170782,117748,NA,161758141,99759708,51638627,64.84,66.67,70.54,25,1,France,66977107
2021-11-03,7180832,117783,NA,162046973,99955297,51668039,64.84,66.67,70.54,25,1,France,66977107
2021-11-04,7190334,117832,NA,162330332,100123530,51691539,64.84,66.67,70.54,25,1,France,66977107
2021-11-05,7199332,117858,NA,162706971,100350060,51723479,64.84,66.67,70.54,25,1,France,66977107
2021-11-06,7208937,117883,NA,163017299,100471011,51744793,64.84,66.67,70.54,25,1,France,66977107
2021-11-07,7217484,117893,NA,163083581,100483083,51747104,64.84,66.67,70.54,25,1,France,66977107
2021-11-08,7219681,117950,NA,163466088,100668410,51767057,64.84,66.67,70.54,25,1,France,66977107
2021-11-09,7232157,117994,NA,163803958,100897070,51788911,64.84,66.67,70.54,25,1,France,66977107
2021-11-10,7244040,118027,NA,164168084,101170268,51819819,64.84,66.67,70.54,25,1,France,66977107
2021-11-11,7256643,118044,NA,164257110,101193552,51823613,64.84,66.67,70.54,25,1,France,66977107
2021-11-12,7260503,118092,NA,164751531,101461644,51852133,64.84,66.67,70.54,25,1,France,66977107
2021-11-13,7275149,118108,NA,165091868,101595965,51872315,64.84,66.67,70.54,25,1,France,66977107
2021-11-14,7287645,118125,NA,165162594,101609785,51874591,64.84,66.67,70.54,25,1,France,66977107
2021-11-15,7290886,118200,NA,165635256,101831853,51894724,65.62,66.67,71.43,25,1,France,66977107
2021-11-16,7310664,118247,NA,166080044,102100926,51917805,65.62,66.67,71.43,25,1,France,66977107
2021-11-17,7330958,118303,NA,166498082,102382871,51947775,65.62,66.67,71.43,25,1,France,66977107
2021-11-18,7351324,118355,NA,166955581,102643626,51970809,65.62,66.67,71.43,25,1,France,66977107
2021-11-19,7372544,118405,NA,167540317,102983770,52004054,65.62,66.67,71.43,25,1,France,66977107
2021-11-20,7395222,118428,NA,167974537,103149172,52029180,65.62,66.67,71.43,25,1,France,66977107
2021-11-21,7414971,118443,NA,168057314,103166856,52031729,65.62,66.67,71.43,25,1,France,66977107
2021-11-22,7420237,118540,NA,168692236,103406651,52054325,65.62,66.67,71.43,25,1,France,66977107
2021-11-23,7450691,118624,NA,169310109,103710122,52079632,65.62,66.67,71.43,25,1,France,66977107
2021-11-24,7483282,118705,NA,169917827,104023324,52111130,65.62,66.67,71.43,25,1,France,66977107
2021-11-25,7516746,118777,NA,170598047,104357037,52136228,65.62,66.67,71.43,25,1,France,66977107
2021-11-26,7551182,118837,NA,171391897,104847882,52169145,65.62,66.67,71.43,25,1,France,66977107
2021-11-27,7588400,118871,NA,171956431,105137945,52192176,65.62,66.67,71.43,25,1,France,66977107
2021-11-28,7620048,118894,NA,172074221,105209876,52195580,65.62,66.67,71.43,25,1,France,66977107
2021-11-29,7628327,119016,NA,172959598,105629030,52214785,65.62,66.67,71.43,25,1,France,66977107
2021-11-30,7675504,119131,NA,173799928,106186099,52238840,65.62,66.67,71.43,25,1,France,66977107
2021-12-01,7725114,119227,NA,174623633,106761839,52262788,65.62,66.67,71.43,25,1,France,66977107
2021-12-02,7773530,119330,NA,175500252,107386790,52283890,65.62,66.67,71.43,25,1,France,66977107
2021-12-03,7823388,119457,NA,176456609,108105439,52308417,65.62,66.67,71.43,25,1,France,66977107
2021-12-04,7875012,119506,NA,177191067,108522862,52326319,70.31,72.22,76.79,25,1,France,66977107
2021-12-05,7917264,119535,NA,177354109,108640662,52330395,70.31,72.22,76.79,25,1,France,66977107
2021-12-06,7928572,119727,NA,178424105,109230414,52348946,70.31,72.22,76.79,25,1,France,66977107
2021-12-07,7987591,119899,NA,179370207,109994939,52371875,70.31,72.22,76.79,25,1,France,66977107
2021-12-08,8048931,120032,NA,180285362,110708289,52396626,70.31,72.22,76.79,25,1,France,66977107
2021-12-09,8105785,120168,NA,181239781,111494009,52420186,70.31,72.22,76.79,25,1,France,66977107
2021-12-10,8161124,120318,NA,182238389,112371742,52446468,70.31,72.22,76.79,25,1,France,66977107
2021-12-11,8214844,120383,NA,183005145,112904975,52466298,70.31,72.22,76.79,25,1,France,66977107
2021-12-12,8258692,120431,NA,183191854,113076874,52471820,70.31,72.22,76.79,25,1,France,66977107
2021-12-13,8270728,120674,NA,184325173,113779389,52492443,70.31,72.22,76.79,25,1,France,66977107
2021-12-14,8334133,120832,NA,185299194,114692623,52519048,70.31,72.22,76.79,25,1,France,66977107
2021-12-15,8399846,120983,NA,186273517,115531054,52546518,70.31,72.22,76.79,25,1,France,66977107
2021-12-16,8460712,121171,NA,187281664,116440822,52573742,70.31,72.22,76.79,25,1,France,66977107
2021-12-17,8518840,121333,NA,188369007,117410808,52604669,70.31,72.22,76.79,25,1,France,66977107
2021-12-18,8577376,121418,NA,189218606,117987667,52629170,70.31,72.22,76.79,25,1,France,66977107
2021-12-19,8625849,121493,NA,189440595,118195272,52637769,70.31,72.22,76.79,25,1,France,66977107
2021-12-20,8640924,121717,NA,190521671,118916477,52668740,70.31,72.22,76.79,25,1,France,66977107
2021-12-21,8713756,121946,NA,191566087,119749915,52707484,70.31,72.22,76.79,25,1,France,66977107
2021-12-22,8798028,122116,NA,192792580,120460319,52746401,70.31,72.22,76.79,25,1,France,66977107
2021-12-23,8889636,122295,NA,194406758,121010546,52779617,70.31,72.22,76.79,25,1,France,66977107
2021-12-24,8983760,122462,NA,195829646,121157974,52789944,70.31,72.22,76.79,25,1,France,66977107
2021-12-25,9088371,122546,NA,196020012,121169987,52790653,70.31,72.22,76.79,25,1,France,66977107
2021-12-26,9116068,122642,NA,196297127,121238226,52795288,70.31,72.22,76.79,25,1,France,66977107
2021-12-27,9146451,122898,NA,197713585,121798370,52825123,70.31,72.22,76.79,25,1,France,66977107
2021-12-28,9326258,123188,NA,199057066,122492397,52862976,70.31,72.22,76.79,25,1,France,66977107
2021-12-29,9534357,123372,NA,200501788,123110535,52902329,70.31,72.22,76.79,25,1,France,66977107
2021-12-30,9740600,123552,NA,202237395,123632254,52937714,70.31,72.22,76.79,25,1,France,66977107
2021-12-31,9972800,123741,NA,203977632,123782206,52949311,70.31,72.22,76.79,25,1,France,66977107
2022-01-01,10191926,123851,NA,204186593,123793944,52950311,NA,NA,NA,NA,1,France,66977107
2022-01-02,10250358,123942,NA,204592591,123869529,52956215,NA,NA,NA,NA,1,France,66977107
2022-01-03,10317819,124212,NA,206665098,124466270,52986456,NA,NA,NA,NA,1,France,66977107
2022-01-04,10589505,124563,NA,NA,125244299,53025877,NA,NA,NA,NA,1,France,66977107
2022-01-05,10921757,124809,NA,NA,125938809,53083587,NA,NA,NA,NA,1,France,66977107
2022-01-06,11183238,125013,NA,NA,NA,NA,NA,NA,NA,NA,1,France,66977107
2020-01-30,2,NA,NA,NA,NA,NA,5.21,5.56,5.95,0,1,United Kingdom,66460344
2020-01-31,2,NA,NA,NA,NA,NA,13.02,8.33,14.88,0,1,United Kingdom,66460344
2020-02-01,2,NA,NA,NA,NA,NA,13.02,8.33,14.88,0,1,United Kingdom,66460344
2020-02-02,2,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-03,2,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-04,2,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-05,3,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-06,3,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-07,3,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-08,7,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-09,8,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-10,8,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-11,9,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-12,9,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-13,9,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-14,9,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-15,9,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-16,9,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-17,9,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-18,9,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-19,9,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-20,9,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-21,10,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-22,10,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-23,11,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-24,13,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-25,18,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-26,22,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-27,30,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-28,42,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-02-29,47,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-03-01,69,NA,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-03-02,108,1,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-03-03,165,3,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-03-04,221,3,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-03-05,271,6,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-03-06,352,6,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-03-07,420,6,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-03-08,477,9,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-03-09,624,14,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-03-10,890,17,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-03-11,1292,25,NA,NA,NA,NA,14.58,11.11,16.67,0,1,United Kingdom,66460344
2020-03-12,1774,38,NA,NA,NA,NA,8.33,11.11,9.52,0,1,United Kingdom,66460344
2020-03-13,2254,54,NA,NA,NA,NA,9.38,12.96,10.71,0,1,United Kingdom,66460344
2020-03-14,2616,76,NA,NA,NA,NA,9.38,12.96,10.71,0,1,United Kingdom,66460344
2020-03-15,3057,108,NA,NA,NA,NA,9.38,12.96,10.71,0,1,United Kingdom,66460344
2020-03-16,3658,155,NA,NA,NA,NA,11.46,16.67,13.1,0,1,United Kingdom,66460344
2020-03-17,4448,207,NA,NA,NA,NA,17.71,22.22,16.67,25,1,United Kingdom,66460344
2020-03-18,5440,275,NA,NA,NA,NA,22.92,31.48,22.62,25,1,United Kingdom,66460344
2020-03-19,6489,349,NA,NA,NA,NA,26.04,31.48,22.62,50,1,United Kingdom,66460344
2020-03-20,7747,458,NA,NA,NA,NA,33.85,37.04,26.19,87.5,1,United Kingdom,66460344
2020-03-21,8937,588,NA,NA,NA,NA,39.58,47.22,32.74,87.5,1,United Kingdom,66460344
2020-03-22,10310,752,NA,NA,NA,NA,47.92,62.04,42.26,87.5,1,United Kingdom,66460344
2020-03-23,12633,938,NA,NA,NA,NA,63.28,78.24,59.82,87.5,1,United Kingdom,66460344
2020-03-24,15008,1175,NA,NA,NA,NA,64.06,79.63,60.71,87.5,1,United Kingdom,66460344
2020-03-25,17702,1478,NA,NA,NA,NA,64.06,79.63,60.71,87.5,1,United Kingdom,66460344
2020-03-26,20782,1840,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-03-27,23966,2238,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-03-28,26780,2674,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-03-29,29633,3180,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-03-30,33889,3771,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-03-31,38399,4432,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-01,43332,5201,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-02,48191,6007,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-03,53082,6847,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-04,57081,7753,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-05,60665,8670,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-06,65922,9565,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-07,71352,10564,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-08,76467,11640,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-09,81311,12641,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-10,85624,13585,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-11,89181,14541,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-12,92659,15499,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-13,96824,16395,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-14,101121,17252,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-15,106160,18130,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-16,111434,18974,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-17,116367,19793,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-18,121066,20593,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-19,124917,21362,NA,NA,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-20,129329,22145,NA,532229,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-21,134093,22890,NA,554992,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-22,139577,23621,NA,578066,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-23,144721,24299,NA,606093,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-24,149665,24982,NA,634319,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-25,153408,25629,NA,663377,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-26,156876,26262,NA,694987,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-27,161575,26856,NA,726553,NA,NA,65.62,79.63,60.71,100,1,United Kingdom,66460344
2020-04-28,166287,27416,NA,771817,NA,NA,66.41,79.63,61.61,100,1,United Kingdom,66460344
2020-04-29,171709,27988,NA,839597,NA,NA,66.41,79.63,61.61,100,1,United Kingdom,66460344
2020-04-30,176661,28539,NA,922684,NA,NA,66.41,79.63,61.61,100,1,United Kingdom,66460344
2020-05-01,181393,29107,NA,996826,NA,NA,66.41,79.63,61.61,100,1,United Kingdom,66460344
2020-05-02,184623,29601,NA,1060387,NA,NA,66.41,79.63,61.61,100,1,United Kingdom,66460344
2020-05-03,187600,30051,NA,1128590,NA,NA,66.41,79.63,61.61,100,1,United Kingdom,66460344
2020-05-04,190987,30535,NA,1208190,NA,NA,66.41,79.63,61.61,100,1,United Kingdom,66460344
2020-05-05,194653,31000,NA,1270344,NA,NA,66.41,79.63,61.61,100,1,United Kingdom,66460344
2020-05-06,198468,31459,NA,1347190,NA,NA,66.41,79.63,61.61,100,1,United Kingdom,66460344
2020-05-07,202239,31920,NA,1424655,NA,NA,66.41,79.63,61.61,100,1,United Kingdom,66460344
2020-05-08,205301,32303,NA,1501622,NA,NA,66.41,79.63,61.61,100,1,United Kingdom,66460344
2020-05-09,207463,32681,NA,1578774,NA,NA,66.41,79.63,61.61,100,1,United Kingdom,66460344
2020-05-10,209782,33029,NA,1655281,NA,NA,66.41,79.63,61.61,100,1,United Kingdom,66460344
2020-05-11,213353,33338,NA,1725696,NA,NA,65.36,77.78,60.42,100,1,United Kingdom,66460344
2020-05-12,216739,33659,NA,1800289,NA,NA,65.36,77.78,60.42,100,1,United Kingdom,66460344
2020-05-13,220049,33976,NA,1884165,NA,NA,61.72,71.3,56.25,100,1,United Kingdom,66460344
2020-05-14,222671,34310,NA,1968871,NA,NA,61.72,71.3,56.25,100,1,United Kingdom,66460344
2020-05-15,225195,34624,NA,2060212,NA,NA,61.72,71.3,56.25,100,1,United Kingdom,66460344
2020-05-16,227272,34938,NA,2151572,NA,NA,61.72,71.3,56.25,100,1,United Kingdom,66460344
2020-05-17,229104,35205,NA,2232850,NA,NA,61.72,71.3,56.25,100,1,United Kingdom,66460344
2020-05-18,231681,35498,NA,2302976,NA,NA,63.8,71.3,58.63,100,1,United Kingdom,66460344
2020-05-19,234725,35773,NA,2380736,NA,NA,63.8,71.3,58.63,100,1,United Kingdom,66460344
2020-05-20,237426,36041,NA,2467369,NA,NA,63.8,71.3,58.63,100,1,United Kingdom,66460344
2020-05-21,239991,36279,NA,2573033,NA,NA,63.8,71.3,58.63,100,1,United Kingdom,66460344
2020-05-22,242043,36502,NA,2664230,NA,NA,63.8,71.3,58.63,100,1,United Kingdom,66460344
2020-05-23,243568,36722,NA,2756068,NA,NA,63.8,71.3,58.63,100,1,United Kingdom,66460344
2020-05-24,244930,36918,NA,2815535,NA,NA,63.8,71.3,58.63,100,1,United Kingdom,66460344
2020-05-25,246545,37118,NA,2963880,NA,NA,63.8,71.3,58.63,100,1,United Kingdom,66460344
2020-05-26,248602,37332,NA,3041801,NA,NA,63.8,71.3,58.63,100,1,United Kingdom,66460344
2020-05-27,250427,37529,NA,3124473,NA,NA,66.93,71.3,62.2,100,1,United Kingdom,66460344
2020-05-28,252183,37746,NA,3226227,NA,NA,66.93,71.3,62.2,100,1,United Kingdom,66460344
2020-05-29,253710,37932,NA,3331686,NA,NA,65.89,69.44,61.01,100,1,United Kingdom,66460344
2020-05-30,254828,38095,NA,3428684,NA,NA,65.89,69.44,61.01,100,1,United Kingdom,66460344
2020-05-31,255910,38222,NA,3510927,NA,NA,65.89,69.44,61.01,100,1,United Kingdom,66460344
2020-06-01,257347,38356,NA,3581534,NA,NA,67.97,67.59,63.39,100,1,United Kingdom,66460344
2020-06-02,258836,38524,NA,3674232,NA,NA,67.97,67.59,63.39,100,1,United Kingdom,66460344
2020-06-03,260191,38679,NA,3776246,NA,NA,67.97,67.59,63.39,100,1,United Kingdom,66460344
2020-06-04,261441,38813,NA,3875730,NA,NA,67.97,67.59,63.39,100,1,United Kingdom,66460344
2020-06-05,262565,38936,NA,3978661,NA,NA,67.97,67.59,63.39,100,1,United Kingdom,66460344
2020-06-06,263373,39046,NA,4072267,NA,NA,67.97,67.59,63.39,100,1,United Kingdom,66460344
2020-06-07,264095,39174,NA,4159303,NA,NA,67.97,67.59,63.39,100,1,United Kingdom,66460344
2020-06-08,265189,39299,NA,4264755,NA,NA,71.09,73.15,66.96,100,1,United Kingdom,66460344
2020-06-09,266343,39389,NA,4359163,NA,NA,71.09,73.15,66.96,100,1,United Kingdom,66460344
2020-06-10,267535,39498,NA,4460271,NA,NA,71.09,73.15,66.96,100,1,United Kingdom,66460344
2020-06-11,268543,39578,NA,4563309,NA,NA,71.09,73.15,66.96,100,1,United Kingdom,66460344
2020-06-12,269600,39658,NA,4663013,NA,NA,71.09,73.15,66.96,100,1,United Kingdom,66460344
2020-06-13,270486,39720,NA,4762842,NA,NA,71.09,73.15,66.96,100,1,United Kingdom,66460344
2020-06-14,271305,39806,NA,4833223,NA,NA,71.09,73.15,66.96,100,1,United Kingdom,66460344
2020-06-15,272348,39876,NA,4904625,NA,NA,70.05,71.3,65.77,100,1,United Kingdom,66460344
2020-06-16,273452,39960,NA,4985487,NA,NA,70.05,71.3,65.77,100,1,United Kingdom,66460344
2020-06-17,274465,40019,NA,5071925,NA,NA,70.05,71.3,65.77,100,1,United Kingdom,66460344
2020-06-18,275491,40080,NA,5165408,NA,NA,70.05,71.3,65.77,100,1,United Kingdom,66460344
2020-06-19,276488,40132,NA,5255955,NA,NA,70.05,71.3,65.77,100,1,United Kingdom,66460344
2020-06-20,277174,40192,NA,5339704,NA,NA,70.05,71.3,65.77,100,1,United Kingdom,66460344
2020-06-21,277809,40246,NA,5400371,NA,NA,70.05,71.3,65.77,100,1,United Kingdom,66460344
2020-06-22,278704,40310,NA,5466497,NA,NA,71.61,71.3,67.56,100,1,United Kingdom,66460344
2020-06-23,279592,40374,NA,5540143,NA,NA,71.61,71.3,67.56,100,1,United Kingdom,66460344
2020-06-24,280367,40448,NA,5631278,NA,NA,71.61,71.3,67.56,100,1,United Kingdom,66460344
2020-06-25,281087,40516,NA,5782973,NA,NA,71.61,71.3,67.56,100,1,United Kingdom,66460344
2020-06-26,281755,40557,NA,5888944,NA,NA,71.61,71.3,67.56,100,1,United Kingdom,66460344
2020-06-27,282407,40606,NA,5989575,NA,NA,71.61,71.3,67.56,100,1,United Kingdom,66460344
2020-06-28,282853,40651,NA,6073492,NA,NA,71.61,71.3,67.56,100,1,United Kingdom,66460344
2020-06-29,283581,40690,NA,6151618,NA,NA,71.61,71.3,67.56,100,1,United Kingdom,66460344
2020-06-30,284199,40737,NA,6272682,NA,NA,71.61,71.3,67.56,100,1,United Kingdom,66460344
2020-07-01,284856,40764,NA,6396219,NA,NA,71.61,71.3,67.56,100,1,United Kingdom,66460344
2020-07-02,285464,40807,NA,6532368,NA,NA,71.61,71.3,67.56,100,1,United Kingdom,66460344
2020-07-03,286037,40836,NA,6671841,NA,NA,71.61,71.3,67.56,100,1,United Kingdom,66460344
2020-07-04,286439,40869,NA,6786243,NA,NA,70.83,69.91,66.67,100,1,United Kingdom,66460344
2020-07-05,286995,40896,NA,6879738,NA,NA,70.83,69.91,66.67,100,1,United Kingdom,66460344
2020-07-06,287697,40931,NA,6957311,NA,NA,66.67,64.35,61.9,100,1,United Kingdom,66460344
2020-07-07,288302,40958,NA,7064288,NA,NA,66.67,64.35,61.9,100,1,United Kingdom,66460344
2020-07-08,289004,40982,NA,7191497,NA,NA,66.67,64.35,61.9,100,1,United Kingdom,66460344
2020-07-09,289722,41019,NA,7329538,NA,NA,66.67,64.35,61.9,100,1,United Kingdom,66460344
2020-07-10,290288,41040,NA,7463671,NA,NA,66.67,64.35,61.9,100,1,United Kingdom,66460344
2020-07-11,290736,41061,NA,7590220,NA,NA,66.67,64.35,61.9,100,1,United Kingdom,66460344
2020-07-12,291105,41074,NA,7685301,NA,NA,66.67,64.35,61.9,100,1,United Kingdom,66460344
2020-07-13,291839,41098,NA,7770238,NA,NA,66.67,64.35,61.9,100,1,United Kingdom,66460344
2020-07-14,292529,41119,NA,7888890,NA,NA,66.67,64.35,61.9,100,1,United Kingdom,66460344
2020-07-15,293302,41139,NA,8030203,NA,NA,66.67,64.35,61.9,100,1,United Kingdom,66460344
2020-07-16,294008,41152,NA,8181475,NA,NA,66.67,64.35,61.9,100,1,United Kingdom,66460344
2020-07-17,294589,41170,NA,8346355,NA,NA,66.67,64.35,61.9,100,1,United Kingdom,66460344
2020-07-18,295087,41184,NA,8482133,NA,NA,66.67,64.35,61.9,100,1,United Kingdom,66460344
2020-07-19,295531,41198,NA,8596355,NA,NA,66.67,64.35,61.9,100,1,United Kingdom,66460344
2020-07-20,296343,41210,NA,8689851,NA,NA,66.67,64.35,61.9,100,1,United Kingdom,66460344
2020-07-21,297123,41230,NA,8822476,NA,NA,66.67,64.35,61.9,100,1,United Kingdom,66460344
2020-07-22,297917,41247,NA,8959710,NA,NA,66.67,64.35,61.9,100,1,United Kingdom,66460344
2020-07-23,298711,41263,NA,9100816,NA,NA,66.67,64.35,61.9,100,1,United Kingdom,66460344
2020-07-24,299482,41270,NA,9248643,NA,NA,66.67,64.35,61.9,100,1,United Kingdom,66460344
2020-07-25,300005,41286,NA,9387703,NA,NA,66.67,64.35,61.9,100,1,United Kingdom,66460344
2020-07-26,300563,41302,NA,9505596,NA,NA,66.67,64.35,61.9,100,1,United Kingdom,66460344
2020-07-27,301417,41313,NA,9595161,NA,NA,66.67,64.35,61.9,100,1,United Kingdom,66460344
